FILE_NAME,FILE_SIZE,TIME,KDF,CIPHER,TRANSFORMATION,KEY_LENGTH
650.txt,1048575,381,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
916.txt,1048575,131,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
276.txt,1048575,102,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1483.txt,1048575,87,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1122.txt,1048575,87,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1061.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1297.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
219.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1067.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
760.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
532.txt,1048575,94,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
151.txt,1048575,87,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
391.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
126.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1082.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
434.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
603.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1282.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
612.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
521.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
610.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1286.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
129.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
983.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
577.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1030.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1249.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1440.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
882.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1448.txt,1048575,435,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
614.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
817.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
996.txt,1048575,68,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1410.txt,1048575,69,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1158.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
810.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
727.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
849.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
416.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1301.txt,1048575,66,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
18.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1450.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1328.txt,1048575,68,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
953.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
165.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1381.txt,1048575,69,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1480.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1191.txt,1048575,88,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1155.txt,1048575,88,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
out,87,3,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1361.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
133.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1218.txt,1048575,71,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
85.txt,1048575,71,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
57.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
562.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
118.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
33.txt,1048575,65,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
578.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
675.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
630.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1382.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1252.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
945.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1076.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
774.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1242.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1139.txt,1048575,68,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
202.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1266.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1041.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
999.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
244.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1257.txt,1048575,71,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
442.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
194.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
409.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
905.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
886.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
897.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
72.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
487.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
936.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1027.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
117.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
596.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1127.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
e4ddac17bcf1.txt,60,3,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
305.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
713.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
203.txt,1048575,71,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
743.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
946.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
547.txt,1048575,71,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
266.txt,1048575,316,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1473.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
755.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1024.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
459.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
435.txt,1048575,70,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1009.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
3888bf903bdc.txt,31457277,2276,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
769.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1494.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
325.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
cdbf80543764.txt,0,2,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
248.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
104.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1298.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
726.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
326.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
04.txt,4194302,304,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
520.txt,1048575,71,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
296.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
737.txt,1048575,67,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
567.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
710.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1360.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1461.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1160.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
552.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
592.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
944.txt,1048575,110,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
503.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
618.txt,1048575,86,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
931.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
632.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
611.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
188.txt,1048575,70,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
65.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
994.txt,1048575,69,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1074.txt,1048575,65,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
291.txt,1048575,86,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
177.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1075.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
832.txt,1048575,86,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
144.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1495.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
930.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
259.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
308.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
128.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
114.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
806.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1482.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
981.txt,1048575,84,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
424.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1129.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
306.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
338.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
496.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
859.txt,1048575,89,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
393.txt,1048575,68,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
86.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
801.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1028.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
804.txt,1048575,90,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
378.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1467.txt,1048575,66,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1031.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1187.txt,1048575,69,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
343.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
576.txt,1048575,110,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
762.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
752.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1136.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
404.txt,1048575,118,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
705.txt,1048575,188,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
208.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
841.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
433.txt,1048575,68,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1223.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
475.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1112.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1234.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1178.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
369.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
265.txt,1048575,71,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1313.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
379.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1057.txt,1048575,68,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
600.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
746.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1cf2d3690bef.txt,31457264,2530,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
978.txt,1048575,88,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
820.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
84.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
385.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
500.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
243.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
422.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1072.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
27.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
789.txt,1048575,115,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1354.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
68.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
392.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
838.txt,1048575,86,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
982.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
22.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
74.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1236.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
571.txt,1048575,88,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
933.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1202.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
00,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
741.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
794.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
998.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1497.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
720.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
321.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
724.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
451.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1002.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1346.txt,1048575,87,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
491.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1207.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1012.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1073.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
501.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
864.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
963.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
02.txt,2097151,157,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1217.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
51.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
278.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
25.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
251.txt,1048575,91,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
135.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
938.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
884.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1348.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
519.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
387.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1111.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
706.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
355.txt,1048575,70,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
180.txt,1048575,83,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1273.txt,1048575,84,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
482.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
722.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
97.txt,1048575,69,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
24.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
241.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
240.txt,1048575,85,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
593.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
294.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1491.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1026.txt,1048575,84,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
646.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1179.txt,1048575,86,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
257.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
403.txt,1048575,93,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1079.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
839.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1376.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
output,12511,4,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
96.txt,1048575,84,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1044.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
16.txt,1048575,88,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
327.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
328.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
747.txt,1048575,86,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
06.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1144.txt,1048575,72,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
164.txt,1048575,77,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
597.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
580.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
858.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
834.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
968.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
536.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
694.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1259.txt,1048575,74,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1475.txt,1048575,76,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1017.txt,1048575,81,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1147.txt,1048575,82,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
386.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1113.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
179.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
874.txt,1048575,75,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
394.txt,1048575,79,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
939.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1128.txt,1048575,73,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1003.txt,1048575,80,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
random.csv,16802739,1246,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
1184.txt,1048575,78,PBKDF2WithHmacSHA1,DES,DES/CBC/PKCS5Padding,64
